author,title,description,url,publishedAt,source,language
"Adrià Rocha Cutiller, Laura Puig","Qué repercusiones tendrá la reelección de Erdogan en la UE, la OTAN y la guerra de Ucrania",Recep Tayyip Erdogan ha sido reelegido este domingo como presidente de Turquía tras dos décadas al frente del poder en las que el país ha dado un giro hacia un modelo autoritario fundamentado en el nacionalismo y el islamismo. Erdogan ha vencido a pesar de te…,https://www.elperiodico.com/es/internacional/20230528/repercusiones-tendra-reeleccion-erdogan-ue-87939746,2023-05-28T18:57:59Z,Elperiodico.com,es
MARCA POLIDEPORTIVO,España revalida el bronce en el Europeo femenino de balonmano playa,La selección femenina de balonmano playa ha revalidado la medalla de bronce en el Europeo que ya logró en 2021. En el partido valedero por el tercer puesto las &apos;Guerreras de l,https://www.marca.com/balonmano/2023/05/28/64736c9be2704eff248b4580.html,2023-05-28T15:03:15Z,Marca,es
,10 hamburgueserías para celebrar este clasico argentino,Los 28 de mayo son ideales para degustar este plato que se convirtió en un clásico argentino; su origen se remonta a la Mongolia del siglo XIII,https://www.lanacion.com.ar/lifestyle/10-hamburgueserias-para-celebrar-este-clasico-argentino-nid28052023/,2023-05-28T15:37:27Z,La Nacion,es
vozdeamerica@voanews.com (Associated Press),Vicepresidenta de EEUU: Mundo “inestable” debido a la agresión rusa y amenazas crecientes de China,"La vicepresidenta de EEUU, Kamala Harris, elogió el sábado a los cadetes y les advirtió que entran a un “mundo inestable” debido a la agresión rusa y las amenazas crecientes de China.",https://www.vozdeamerica.com/a/vicepresidenta-de-eeuu-mundo-inestable-debido-a-la-agresion-rusa-y-amenazas-crecientes-de-china/7112383.html,2023-05-28T02:05:49Z,Vozdeamerica.com,es
Diego Coatz,Tres grandes tendencias que marcan el futuro de la industria en la Argentina,"La digitalización y automatización de la producción, el cuidado del medio ambiente y los cambios en el orden económico y las formas de la actividad son tres procesos en los que está inmerso el mundo; qué pasa y cómo puede avanzarse en nuestro país",https://www.lanacion.com.ar/economia/tres-grandes-tendencias-que-marcan-el-futuro-de-la-industria-en-la-argentina-nid28052023/,2023-05-28T03:02:00Z,La Nacion,es
yashmina shawki,"Hiroshima, Zelenski y la lección no aprendida",,https://www.lavozdegalicia.es/noticia/opinion/2023/05/28/hiroshima-zelenski-leccion-aprendida/0003_202305G28P17997.htm,2023-05-28T03:00:00Z,Lavozdegalicia.es,es
Ricard González,Erdogan logra un tercer mandato y crecen los temores por la deriva autoritaria en Turquía,"El presidente sumará al menos cinco años a sus más de dos décadas en el poder tras imponerse por cuatro puntos sobre Kemal Kiliçdaroglu, su adversario más difícil hasta el momento",https://www.lanacion.com.ar/el-mundo/erdogan-logra-un-tercer-mandato-y-crecen-los-temores-por-la-deriva-autoritaria-en-turquia-nid28052023/,2023-05-28T17:50:31Z,La Nacion,es
,"Amelia Valcárcel: ""El feminismo es ahora una palabra 'okupada', con k""","La filósofa y exmiembro del Consejo de Estado Amelia Valcárcel ha publicado esta semana su libro 'La civilización feminista' (La esfera de los libros), un ensayo en el que explora en la genealogía fundamental del movimiento y en el que también habla de la ""de…",https://www.europapress.es/epsocial/igualdad/noticia-amelia-valcarcel-feminismo-ahora-palabra-okupada-20230528123253.html,2023-05-28T10:32:53Z,Europapress.es,es
Daniel Iriarte,El triunfo de los 'dictadores del relato': las elecciones en Turquía las decidirá el mensaje,"En los últimos años, se ha puesto de moda en el campo de la ciencia política un concepto para definir aquellos sistemas de gobierno que, sin ser democráticos, no pueden ser considerados dictaduras al uso",https://www.elconfidencial.com/mundo/2023-05-28/elecciones-turquia-erdogan-mensaje_3638267/,2023-05-28T03:00:00Z,Elconfidencial.com,es
Andrea López-Tomàs,El 95% de los votos escrutados dan la victoria a Erdogan en Turquía,"Recep Tayyip Erdogan se queda. Eso ha decidido la sociedad turca este domingo en la segunda vuelta de las elecciones presidenciales. El presidente turco renueva así su longevo mandato por cinco años más gracias a una ventaja de tres puntos, según el 95% de lo…",https://www.elperiodico.com/es/internacional/20230528/95-votos-escrutados-dan-victoria-88009786,2023-05-28T17:31:06Z,Elperiodico.com,es
Edgar Mariano Padilla Gutiérrez,Así son los quesos sin leche detectados en productos y restaurantes: más baratos pero de menor calidad,"Aunque sus características son similares a los lácteos y permiten abaratar costes, su valor nutricional no puede compararse.",https://www.elespanol.com/ciencia/nutricion/20230528/quesos-sin-detectados-productos-restaurantes-baratos-calidad/765923819_0.html,2023-05-28T01:08:31Z,Elespanol.com,es
R. R.,Victoria de Suecia y su adoración por H&M: su último vestido amarillo y 8 ejemplos más,La princesa heredera de Suecia lleva años demostrando que esta marca 'low cost' puede ser una excelente elección para eventos de gala,https://www.vanitatis.elconfidencial.com/casas-reales/2023-05-28/victoria-de-suecia-vestidos-h-m-looks_3636725/,2023-05-28T03:00:00Z,Elconfidencial.com,es
https://www.facebook.com/bbcnews,Ukraine war: Zelenksy praises air force after Russia's largest drone attack yet,"The Ukrainian president thanks his air force, after most of the Russian drones were shot down.",https://www.bbc.co.uk/news/world-europe-65740839,2023-05-28T17:57:58Z,BBC News,en
jsor@insider.com (Jennifer Sor),Russia's economy is at China's mercy. Here's why that won't be changing anytime soon.,Russia and China's economies have become increasingly intertwined since the invasion of Ukraine. Experts say the ties will only deepen.,https://www.businessinsider.com/russia-economy-china-vassal-war-ukraine-western-sanctions-2023-5,2023-05-28T12:15:00Z,Business Insider,en
Jennifer Sor,Russia's economy is at China's mercy. Here's why that won't be changing anytime soon.,Russia and China's economies have become increasingly intertwined since the invasion of Ukraine. Experts say the ties will only deepen.,https://markets.businessinsider.com/news/currencies/russia-economy-china-vassal-war-ukraine-western-sanctions-2023-5,2023-05-28T14:09:19Z,Business Insider,en
Alia Shoaib,"Cuban immigrants are joining the Russian army to fight in Ukraine in exchange for citizenship, a report says","Russia is recruiting Cuban immigrants to join the army to fight in Ukraine in exchange for citizenship, a report says.",https://www.businessinsider.com/cuban-immigrants-joining-russian-army-to-get-citizenship-report-2023-5,2023-05-28T12:10:16Z,Business Insider,en
Guardian staff and agencies,Russia-Ukraine war at a glance: what we know on day 459 of the invasion,"Ukrainian adviser says preliminary operations for major offensive underway; explosions shake Kyiv; Russian threat to Nato countries could get worse if Putin is ousted, says RAF chief<ul><li>See all our Russia-Ukraine war coverage</li></ul> Continue reading...",https://www.theguardian.com/world/2023/may/28/russia-ukraine-war-at-a-glance-what-we-know-on-day-459-of-the-invasion,2023-05-28T00:24:16Z,The Guardian,en
Simon Tisdall,The moment has arrived: Biden must give Ukraine all it needs to win | Simon Tisdall,"It’s Zelenskiy who is setting the pace diplomatically and strategically. The US must end the prevaricating that may have needlessly prolonged the warFoot-dragging, indecision and fearfulness have characterised Joe Biden’s off-screen approach to Ukraine since …",https://www.theguardian.com/commentisfree/2023/may/28/the-moment-has-arrived-biden-must-give-ukraine-all-it-needs-to-win,2023-05-28T06:00:25Z,The Guardian,en
Guardian staff and agencies,"Kyiv: Russian drone strike kills one in Ukraine capital, says mayor","Officials warned residents to stay in shelters amid multi-wave drone attack on Ukrainian capitalAt least one person died and three were injured in Russia’s night-time air raid on Kyiv, with defence systems downing at least 20 drones moving towards the capital…",https://www.theguardian.com/world/2023/may/28/kyiv-russian-drone-strike-kills-one-in-ukraine-capital-says-mayor,2023-05-28T02:37:51Z,The Guardian,en
https://www.facebook.com/bbcnews,Katty Kay: A growing case of transatlantic heartburn,European leaders are getting nervous about the US election and shifts in foreign policy.,https://www.bbc.co.uk/news/world-us-canada-65724013,2023-05-28T01:58:02Z,BBC News,en
Jake Epstein,Ukraine's 'Iron General' is facing off against his 4th Russian war commander. Here's why the others lost their jobs.,"Valerii Zaluzhnyi, the commander-in-chief of Ukraine's Armed Forces, has spent most of 2023 battling Russian Gen. Valery Gerasimov.",https://www.businessinsider.com/ukraine-iron-general-zaluzhnyi-has-faced-multiple-russian-war-commanders-2023-5,2023-05-28T14:30:08Z,Business Insider,en
Lloyd Lee,Ukraine's 'Iron General' signals an impending counteroffensive: 'It's time to get back what's ours',"Gen. Valerii Zaluzhnyi, who has been dubbed Ukraine's 'iron general,' posted a Telegram message on Saturday morning.",https://www.businessinsider.com/ukraine-top-military-commander-valerii-zaluzhnyi-signals-imminent-counteroffensive-2023-5,2023-05-28T01:34:39Z,Business Insider,en
Alia Shoaib,"Bayraktar TB2 drones were hailed as Ukraine's savior and the future of warfare. A year later, they've practically disappeared.","Ukraine's killer TB2 drones initially caused havoc on the battlefield but are now largely reduced to reconnaissance duties, an expert said.",https://www.businessinsider.com/turkeys-bayraktar-tb2-drones-ineffective-ukraine-war-2023-5,2023-05-28T09:09:41Z,Business Insider,en
Lisa O'Carroll Brussels correspondent,EU steps up support for Moldova with leaders due to attend summit,Meeting of European Political Community in Chișinău will show solidarity in face of Russian threatThe EU is stepping up support for Moldova as 46 EU and European leaders descend on its capital in a show of financial and political solidarity in the face of the…,https://www.theguardian.com/world/2023/may/28/eu-steps-up-support-moldova-leaders-due-attend-summit,2023-05-28T10:28:33Z,The Guardian,en
Chris Panella,"Russian state media calling for unpaid 6th day of work to fund Ukraine invasion, Western intel says",The proposed 6-day work week — apparently without additional pay — would come as countries such as the UK and Spain experiment with 4-day work weeks.,https://www.businessinsider.com/russian-state-media-6-day-work-week-fund-ukraine-invasion-2023-5,2023-05-28T17:49:50Z,Business Insider,en
The New Voice of Ukraine,"Putin Poisoning? Belarus dictator Luakashenko in critical condition in Moscow hospital, says opposition figure","Belarusian dictator Alexander Lukashenko has been admitted to a hospital in Moscow, reported prominent opposition figure and former presidential candidate...",https://news.yahoo.com/putin-poisoning-belarus-dictator-luakashenko-083900039.html,2023-05-28T08:39:00Z,Yahoo Entertainment,en
AP,"Russia Launches Massive Drone Attack On Kyiv, Killing At Least 1","The attack came as Ukrainians prepared to mark the anniversary of Kyiv's founding on Sunday. The timing was likely not coincidental, officials said.",https://www.huffpost.com/entry/russia-drone-attack-ukraine-kyiv_n_647313e1e4b0047ed77c1472,2023-05-28T08:57:48Z,HuffPost,en
Guardian Staff,I’m hosting a Ukrainian refugee as a way of saying thank you | Letter,"Paresh Motla describes how he is repaying the hospitality that was shown to his family on arriving in Britain in 1972I completely agree with the reader who has welcomed refugee families from several countries into their home since 1973 (Letters, 25 May).I am …",https://www.theguardian.com/world/2023/may/28/im-hosting-a-ukrainian-refugee-as-a-way-of-saying-thank-you,2023-05-28T15:16:39Z,The Guardian,en
Tumaini Carayol at Roland Garros,French Open: Kostyuk calls out crowd who booed her for snubbing Sabalenka,"<ul><li>Ukrainian refuses handshake after Belarusian’s 6-3, 6-2 win</li><li>‘I didn’t expect it. People should honestly be embarrassed’</li></ul>The Ukrainian Marta Kostyuk believes the French Open crowd should be embarrassed after they booed her off court at…",https://www.theguardian.com/sport/2023/may/28/tennis-french-open-kostyuk-calls-out-crowd-who-booed-her-for-snubbing-sabalenka,2023-05-28T15:18:59Z,The Guardian,en
HOWARD FENDRICH AP Tennis Writer,Ukraine's Kostyuk booed at French Open after no handshake with Belarus' Sabalenka because of war,Aryna Sabalenka initially thought the boos and derisive whistles coming from the French Open crowd were directed at her after a first-round victory,https://abcnews.go.com/Sports/wireStory/ukraines-kostyuk-booed-after-shaking-hands-belarus-sabalenka-99659876,2023-05-28T16:47:26Z,ABC News,en
Yasmeen Serhan,What Erdoğan’s Victory Means for Turkey—and the World,The Erdoğan era lives on after Turkey’s longtime leader emerged victorious in Sunday's runoff election.,https://time.com/6282763/erdogan-turkey-election-victory/,2023-05-28T18:53:48Z,Time,en
Observer editorial,"The Observer view on Britain’s economy: it is very sick, but there are remedies | Observer editorial","Austerity, Brexit and catastrophic fiscal decisions have inflicted long-term damage to Britain’s productive capacity. Labour is offering the renewal it so badly needsIt has been a week of bad economic news. The latest data from the Office for National Statist…",https://www.theguardian.com/commentisfree/2023/may/28/observer-view-on-tories-disastrous-economic-legacy,2023-05-28T05:31:23Z,The Guardian,en
,Signs Ukraine may launch counter-offensive against Russian invaders | 7NEWS - 7NEWS Australia,"<ol><li>Signs Ukraine may launch counter-offensive against Russian invaders | 7NEWS  7NEWS Australia
</li><li>Russia-Ukraine updates: Moscow slams West for giving F-16 to Kyiv  Al Jazeera English
</li><li>Russian weapons of mass destruction in Ukraine war |…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CCAiC3dqWEZPeDhFUFJrmAEB?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T09:54:33Z,Google News,en
,Russia Ukraine War: At least 1 dead after Russia strikes Ukraine on Kyiv's Foundation Day | WION - WION,"<ol><li>Russia Ukraine War: At least 1 dead after Russia strikes Ukraine on Kyiv's Foundation Day | WION  WION
</li><li>‘Gifts from the sky’ – Ukraine’s special forces show off how they eliminate Russian invaders  Yahoo News
</li><li>Russia-Ukraine war at a…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CCAiC1RzdW00S3RIZ3hrmAEB?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T09:56:43Z,Google News,en
The Associated Press,'Anatomy of a Fall' wins the top prize at the Cannes Film Festival,"Anatomy of a Fall, which stars Sandra Hüller as a writer trying to prove her innocence in her husband's death, is only the third film directed by a woman to win the Palme d'Or.",https://www.npr.org/2023/05/27/1178620047/anatomy-of-a-fall-cannes-film-festival-justine-triet,2023-05-28T00:02:13Z,NPR,en
Al Jazeera,Russia unleashes ‘massive’ air raids on Ukraine’s Kyiv,"Kyiv's air defences downed 40 Russian drones, with falling debris killing a 41-year-old man, officials say.",https://www.aljazeera.com/news/2023/5/28/russia-unleashes-massive-air-raids-on-ukraines-kyiv,2023-05-28T04:37:02Z,Al Jazeera English,en
businessinsider.com,"Russia's being more cautious with its tanks and trying to hide them after heavy losses in battle, but it's shooting itself in the foot","A destroyed Russian tank along the side of the road in Ukraine. Nicola Marfisi/AGF/Universal Images Group via Getty Images Heavy Russian tank and armored vehicle losses have led Russia to change its tactics, according to a new report. Russia has faced threats…",https://biztoc.com/x/b593b1aeb22c8284,2023-05-28T11:36:07Z,Biztoc.com,en
,Why Turkey's Bayraktar TB2 drones are now ineffective in Ukraine war - Business Insider,Why Turkey's Bayraktar TB2 drones are now ineffective in Ukraine war  Business Insider,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vdHVya2V5cy1iYXlyYWt0YXItdGIyLWRyb25lcy1pbmVmZmVjdGl2ZS11a3JhaW5lLXdhci0yMDIzLTXSAV9odHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuY29tL3R1cmtleXMtYmF5cmFrdGFyLXRiMi1kcm9uZXMtaW5lZmZlY3RpdmUtdWtyYWluZS13YXItMjAyMy01P2FtcA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T09:08:00Z,Google News,en
,Russian state media touts 6-day work week to fund Ukraine invasion: intel - Business Insider,Russian state media touts 6-day work week to fund Ukraine invasion: intel  Business Insider,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vcnVzc2lhbi1zdGF0ZS1tZWRpYS02LWRheS13b3JrLXdlZWstZnVuZC11a3JhaW5lLWludmFzaW9uLTIwMjMtNdIBZGh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vcnVzc2lhbi1zdGF0ZS1tZWRpYS02LWRheS13b3JrLXdlZWstZnVuZC11a3JhaW5lLWludmFzaW9uLTIwMjMtNT9hbXA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T17:45:00Z,Google News,en
,Ukraine war: Two killed in Kyiv after Russia launches 'record drone attack' on capital - Euronews,"<ol><li>Ukraine war: Two killed in Kyiv after Russia launches 'record drone attack' on capital  Euronews
</li><li>Ukrainian attacks inside Russia • FRANCE 24 English  FRANCE 24 English
</li><li>Ukraine war: Kyiv hit by new massive Russian drone attack - may…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LmV1cm9uZXdzLmNvbS8yMDIzLzA1LzI3L3VrcmFpbmUtd2FyLWt5aXYtcmVxdWVzdHMtZ2VybWFuLW1pc3NpbGVzLWFzLWNvdW50ZXItb2ZmZW5zaXZlLWxvb21z0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T07:18:45Z,Google News,en
Christine Kearney,Russia-Ukraine war live: Russia unleashes major drone attack as Kyiv prepares to celebrate birthday,"Pre-dawn attacks timed as the capital set to celebrate the anniversary of its official founding 1,541 years ago<ul><li>Russian drone strike kills one as Ukraine capital prepares to celebrate founding day</li><li>Day 459 of Russia’s war against Ukraine</li></u…",https://www.theguardian.com/world/live/2023/may/28/russia-ukraine-war-live-russia-unleashes-major-drone-attack-as-kyiv-prepares-to-celebrate-birthday,2023-05-28T06:01:43Z,The Guardian,en
,Russia condemns U.S. Senator Graham's comments on the death of Russians - Yahoo News,"<ol><li>Russia condemns U.S. Senator Graham's comments on the death of Russians  Yahoo News
</li><li>Ukraine updates: Russia blasts Sen. Lindsey Graham's comments  USA TODAY
</li><li>Russia condemns US senator’s comments on the death of Russians  South Chin…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vbmV3cy55YWhvby5jb20vcnVzc2lhLWNvbmRlbW5zLXUtc2VuYXRvci1ncmFoYW1zLTE2NTU1NDgzNS5odG1s0gFPaHR0cHM6Ly9uZXdzLnlhaG9vLmNvbS9hbXBodG1sL3J1c3NpYS1jb25kZW1ucy11LXNlbmF0b3ItZ3JhaGFtcy0xNjU1NTQ4MzUuaHRtbA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T16:55:54Z,Google News,en
,Institute for Study of War predicts consequences of Russian troops regrouping in Bakhmut - Yahoo News,"<ol><li>Institute for Study of War predicts consequences of Russian troops regrouping in Bakhmut  Yahoo News
</li><li>Kremlin Faces 'Mutiny' as 'Coup Attempt' Declared: Former Russian Commander  Newsweek
</li><li>Ukrainians, fighting outside Bakhmut, see me…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vbmV3cy55YWhvby5jb20vaW5zdGl0dXRlLXN0dWR5LXdhci1wcmVkaWN0cy1jb25zZXF1ZW5jZXMtMDIxNTMyOTAxLmh0bWzSAVdodHRwczovL25ld3MueWFob28uY29tL2FtcGh0bWwvaW5zdGl0dXRlLXN0dWR5LXdhci1wcmVkaWN0cy1jb25zZXF1ZW5jZXMtMDIxNTMyOTAxLmh0bWw?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T02:15:00Z,Google News,en
,Massive drone attack on Kyiv as Ukraine set to launch counter-offensive | DW News - DW News,"<ol><li>Massive drone attack on Kyiv as Ukraine set to launch counter-offensive | DW News  DW News
</li><li>Russia launched 'largest drone attack' on Ukrainian capital before Kyiv Day; 1 killed  Yahoo News
</li><li>Russia unleashes 'massive' air raids on Uk…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CCAiC1ZYbHVELUNXcTU0mAEB?oc%3D5%26hl%3Den-CA%26gl%3DCA%26ceid%3DCA:en&gl=FR&hl=en-CA&cm=2&pc=n&src=1,2023-05-28T14:58:22Z,Google News,en
,Russia's 'Largest Drone Attack' On Kyiv | Lukashenko 'Critical' In Moscow Hospital | Ukraine War - CRUX,"<ol><li>Russia's 'Largest Drone Attack' On Kyiv | Lukashenko 'Critical' In Moscow Hospital | Ukraine War  CRUX
</li><li>President of Belarus hospitalised after meeting with Putin  Yahoo News
</li><li>Lukashenko in Hospital After Meeting With Putin, Oppositi…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CCAiC29BbHhQaDMzeGVJmAEB?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T10:35:23Z,Google News,en
The Associated Press,"Russia launches largest drone attack yet, Kyiv officials say","Ukraine's capital was subjected to the largest drone attack since the start of Russia's invasion last year, local officials said, as Kyiv prepared to mark the anniversary of its founding on Sunday. At least one person was killed.",https://www.cbc.ca/news/world/russia-ukraine-drones-war-1.6857292,2023-05-28T10:34:46Z,CBC News,en
aol.com,"Republicans criticize McCarthy, Biden debt ceiling deal","After tough negotiations to reach a tentative deal with the White House on the U.S. borrowing limit, the next challenge for House Speaker Kevin McCarthy is pushing it through the House, where hardline Republicans are already threatening to sink it. As Democra…",https://biztoc.com/x/4c88e048afd98a9a,2023-05-28T14:38:06Z,Biztoc.com,en
,Kostyuk booed after avoiding Sabalenka handshake,Ukraine's Marta Kostyuk is booed off court for avoiding a handshake with Aryna Sabalenka after the Belarusian's first-round win at the French Open.,https://www.bbc.co.uk/sport/tennis/65738855,2023-05-28T11:03:56Z,BBC News,en
pressgazette.co.uk,Twitter's shrinking role as traffic source for news publishers revealed,"Twitter’s role as a traffic referral source to publishers’ sites has been shrinking. Data from publisher analytics firm Chartbeat shows that Twitter referral traffic, 1.9% of all traffic in April 2018 to 1,350 publisher sites included in the analysis, had fal…",https://biztoc.com/x/57271689853ff781,2023-05-28T04:00:07Z,Biztoc.com,en
RT,F-16s for Ukraine won’t be a game changer – Bloomberg,"Should Kiev receive the jets, they will struggle to overcome Russian countermeasures, Bloomberg has reported  Read Full Article at RT.com",https://www.rt.com/russia/577045-f16-ukraine-vulnerable-russia/,2023-05-28T14:47:53Z,RT,en
Ukrainska Pravda,Institute for Study of War predicts consequences of Russian troops regrouping in Bakhmut,Analysts of the Institute for the Study of War (ISW) have suggested that the mercenaries of the Wagner Private Military Group (PMC) exit from the city of...,https://news.yahoo.com/institute-study-war-predicts-consequences-021532901.html,2023-05-28T02:15:32Z,Yahoo Entertainment,en
RT,West’s involvement in Ukraine conflict ‘growing’ – Kremlin,"Western countries are playing an increasingly active role in the Ukraine conflict, Kremlin Press Secretary Dmitry Peskov has said Read Full Article at RT.com",https://www.rt.com/russia/577041-west-involvement-ukraine-growing/,2023-05-28T12:51:42Z,RT,en
View all posts by conversableeconomist,"Globalization Evolves, Not Reverses","Globalization is evolving, but it doesn't actually seem that, as one sometimes reads, that globalization is in reverse. For an overview of some key facts, Steven A. Altman and Caroline R. Bastian have produced the DHL Global Connectedness Index 2022, subtitle…",https://conversableeconomist.com/2023/05/26/globalization-evolves-not-reverses/,2023-05-28T16:37:35Z,Conversableeconomist.com,en
CBS News,Ukrainian military chief hints counteroffensive could be coming soon,Ukraine increased speculation that a counteroffensive against Russian forces could be imminent with a video released Saturday. Debora Patta reports.,https://www.cbsnews.com/video/ukrainian-military-chief-hints-counteroffensive-could-be-coming-soon/,2023-05-28T00:11:06Z,CBS News,en
,"Russia strikes Ukraine clinic, blames Kyiv for border attacks","Kyiv, Ukraine (AFP) May 26, 2023


 Russian missiles on Friday hit a medical clinic in the central Ukrainian city of Dnipro, killing at least two people as Russia blamed Kyiv for dozens of strikes on its southern Belgorod region. 

In Moscow, Russian Foreign …",https://www.spacewar.com/reports/Russia_strikes_Ukraine_clinic_blames_Kyiv_for_border_attacks_999.html,2023-05-28T07:24:42Z,Spacewar.com,en
Lucy Knight,David Miliband calls his support for Iraq war one of his ‘deepest regrets’,Speaking at Hay festival former foreign secretary said some may see the west as being hypocritical in its anti-Russia stanceDavid Miliband has said that his support for the Iraq war was “one of the deepest regrets” from his time in politics.The former foreign…,https://www.theguardian.com/politics/2023/may/28/david-miliband-calls-his-support-for-iraq-war-one-of-his-deepest-regrets,2023-05-28T10:00:29Z,The Guardian,en
Sophie Thompson,Russia’s ambassador to the UK openly defends attacks on Ukraine by shifting blame,"Russia's ambassador to the UK, Andrei Kelin, openly defended the country's attacks on Ukraine during a new appearance on Sunday with Laura Kuenssberg (28 May).",https://www.independent.co.uk/tv/news/andrei-kelin-laura-kuenssberg-russia-b2347296.html,2023-05-28T10:57:37Z,Independent,en
RT,Russia hasn’t even started to ‘act seriously’ in Ukraine – envoy,"The duration of the Ukraine conflict hinges of NATO’s efforts to further escalate hostilities, Russia’s ambassador to the UK has said Read Full Article at RT.com",https://www.rt.com/russia/577036-russia-ukraine-act-seriously/,2023-05-28T08:17:59Z,RT,en
"By Sophie Tanno and Thom Poole, CNN",Russia's war in Ukraine,"France joined Ukraine in denouncing attacks on Ukraine's health care system and other civilian targets as ""war crimes."" Follow here for live updates.",https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-28-23/index.html,2023-05-28T08:31:50Z,CNN,en
Francoise Kadri,Planet-friendly farming takes root in drought-hit Tunisia,"Saber Zouani lost his job as a waiter when the COVID pandemic ravaged the Tunisian tourism sector, so he decided to try something new and started a permaculture farm.",https://phys.org/news/2023-05-planet-friendly-farming-root-drought-hit-tunisia.html,2023-05-28T09:05:48Z,Phys.Org,en
,Life and death weigh on Ukraine air defence teams,"Kyiv, Ukraine (AFP) May 26, 2023


 The commander of a Kyiv-area air defence team knows what's at stake every time a missile or drone appears on his team's radar: if they miss, people may die. 

A potent example came when the team downed a Russian cruise miss…",https://www.spacewar.com/reports/Life_and_death_weigh_on_Ukraine_air_defence_teams_999.html,2023-05-28T07:24:42Z,Spacewar.com,en
,Blinken to address Ukraine war from new NATO member Finland,"Washington (AFP) May 26, 2023


 US Secretary of State Antony Blinken will next week visit new NATO member Finland where he will deliver a speech championing Ukraine's defense against Russia, the State Department said Friday. 

Blinken will travel on June 1-2…",https://www.spacewar.com/reports/Blinken_to_address_Ukraine_war_from_new_NATO_member_Finland_999.html,2023-05-28T07:24:42Z,Spacewar.com,en
,Russia's Lavrov tells China envoy 'serious obstacles' to Ukraine peace,"Moscow (AFP) May 26, 2023


 Russian Foreign Minister Sergei Lavrov told China's special envoy Li Hui on Friday that there were ""serious obstacles"" to resuming peace talks, blaming Ukraine and Western countries. 

""The Russian foreign minister reaffirmed Mosc…",https://www.spacewar.com/reports/Russias_Lavrov_tells_China_envoy_serious_obstacles_to_Ukraine_peace_999.html,2023-05-28T07:24:42Z,Spacewar.com,en
Maria DANILOVA,"War, And Words -- Ukraine, Russia Writers' Dilemma","War, and words -- Ukraine, Russia writers' dilemma",https://www.ibtimes.com/war-words-ukraine-russia-writers-dilemma-3696085,2023-05-28T01:38:46Z,International Business Times,en
,Ukrainian soldiers in Bakhmut say fighting regular Russian troops will be 'not as hard' as fighting Wagner troops because they're inexperienced - Yahoo News,"<ol><li>Ukrainian soldiers in Bakhmut say fighting regular Russian troops will be 'not as hard' as fighting Wagner troops because they're inexperienced  Yahoo News
</li><li>Wagner Chief Prigozhin Says Kremlin Blanking Him On State Media Will Provoke Backlash…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vbmV3cy55YWhvby5jb20vdWtyYWluaWFuLXNvbGRpZXJzLWJha2htdXQtZmlnaHRpbmctcmVndWxhci0xNTE2MzY5OTMuaHRtbNIBWWh0dHBzOi8vbmV3cy55YWhvby5jb20vYW1waHRtbC91a3JhaW5pYW4tc29sZGllcnMtYmFraG11dC1maWdodGluZy1yZWd1bGFyLTE1MTYzNjk5My5odG1s?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T15:16:36Z,Google News,en
Andrea Hamblin,Dozens of Russian drones target Kyiv in major attack on capital city,,http://www.telegraph.co.uk/world-news/2023/05/28/ukraine-russia-war-latest-news-kyiv-drone-strike,2023-05-28T07:08:56Z,Telegraph.co.uk,en
RT,Moscow warns West against ‘playing with fire’,"The West is “playing with fire” by doubling down on support for Ukraine, Russian Foreign Minister Sergey Lavrov has said Read Full Article at RT.com",https://www.rt.com/russia/577042-lavrov-us-f16-ukraine/,2023-05-28T12:36:29Z,RT,en
